name,online_order,book_table,rate,votes,rest_type,cuisines,cost2plates,type,location
The Pizzeria,Yes,No,2,45,Casual Dining,others,800,Delivery,Banashankari
Cafe Zone,Yes,No,3,149,Quick Bites,others,300,Delivery,Banashankari
Ruchis Point,Yes,No,3,75,Quick Bites,others,200,Delivery,Banashankari
Firangi Bake,Yes,No,4,53,Delivery,others,600,Delivery,Banashankari
The Royal Corner - Pai Viceroy,Yes,Yes,4,815,Casual Dining,"North Indian, Chinese",900,Delivery,Banashankari
Hara Fine Dine,Yes,Yes,4,633,Casual Dining,"North Indian, Chinese",800,Delivery,Banashankari
Chocoberry,Yes,No,3,56,Dessert Parlor,others,400,Delivery,Banashankari
Dakshin Grand,Yes,No,3,82,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Banashankari
Sandwichwallas,Yes,No,3,35,Quick Bites,Fast Food,200,Delivery,Banashankari
Chai Mane,Yes,No,3,20,Quick Bites,others,150,Delivery,Banashankari
SLV Upachar,Yes,No,3,14,Quick Bites,others,250,Delivery,Banashankari
Waffle-A-Go Go,Yes,No,3,70,Dessert Parlor,others,400,Delivery,Banashankari
Cross Road Cafe,Yes,No,3,91,Cafe,others,300,Delivery,Banashankari
Anand Donne Biriyani,Yes,No,3,45,Quick Bites,Biryani,200,Delivery,Banashankari
Seven Star,Yes,No,3,7,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari
Stop 'N' Joy,Yes,No,3,28,Quick Bites,Fast Food,150,Delivery,Banashankari
Sri Yaksha Shiv Sagar,Yes,No,3,24,Casual Dining,"North Indian, Chinese",600,Delivery,Banashankari
Fudge,Yes,No,3,36,Dessert Parlor,others,200,Delivery,Banashankari
Just Bunny,Yes,No,3,11,Quick Bites,Fast Food,200,Delivery,Banashankari
Bakers Town,Yes,No,3,77,Cafe,others,650,Delivery,Banashankari
Shree Mahalakshmi Sweets,Yes,No,3,8,others,"Mithai, Street Food",100,Delivery,Banashankari
Kaapi Kendra,Yes,No,3,14,Quick Bites,South Indian,100,Delivery,Banashankari
Ivy,Yes,No,3,210,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery,Banashankari
The Airos,Yes,No,4,130,Cafe,others,650,Delivery,Banashankari
Chai Kraft,Yes,No,4,30,others,others,100,Delivery,Banashankari
Kirthi's Biryani,Yes,No,3,144,Cafe,others,700,Delivery,Banashankari
South Point Pub,Yes,No,3,11,others,others,800,Delivery,Banashankari
The Trundle,Yes,No,3,133,Casual Dining,others,700,Delivery,Banashankari
The Krishna Grand Xpress,Yes,No,4,136,Quick Bites,"South Indian, Fast Food",350,Delivery,Banashankari
Sri Krishna Darshini,Yes,No,3,4,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Banashankari
Shringar Sweets & Snacks,Yes,No,3,11,others,others,200,Delivery,Banashankari
Udupi Grand,Yes,No,3,74,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Banashankari
Ganesh Grand,Yes,No,3,30,Quick Bites,others,300,Delivery,Banashankari
Shreyas Upahar & Burger Point,Yes,No,3,7,Quick Bites,others,200,Delivery,Banashankari
Coffee Tindi,Yes,No,3,75,others,others,200,Delivery,Banashankari
Little Cafe,Yes,No,3,54,Cafe,others,600,Delivery,Banashankari
Mumbai Badam Milk & Lassi Center,Yes,No,3,23,others,"Beverages, Desserts",100,Delivery,Banashankari
Sri Krishna Sagar,Yes,No,3,119,Casual Dining,"North Indian, Chinese",400,Delivery,Banashankari
Mylari Biryani Family Restaurant,Yes,No,3,73,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
1980s Games Cafe,Yes,No,3,58,Cafe,"Cafe, Fast Food",400,Delivery,Banashankari
Kadala Tarangaa,Yes,No,3,129,Casual Dining,others,600,Delivery,Banashankari
Namma Biryani,Yes,No,3,24,Quick Bites,others,250,Delivery,Banashankari
Nandhanu's Rasoi,Yes,No,3,175,Quick Bites,"Chinese, North Indian",400,Delivery,Banashankari
Hotel Pork Paradise,Yes,No,3,21,Quick Bites,South Indian,300,Delivery,Banashankari
As On Fire,Yes,No,3,41,others,others,400,Delivery,Banashankari
J K Fish Land,Yes,No,3,35,Quick Bites,others,300,Delivery,Banashankari
Curry Leaves,Yes,No,4,176,Casual Dining,others,800,Delivery,Banashankari
Lassi Shop,Yes,No,3,45,others,others,300,Delivery,Banashankari
Magic Meals,Yes,No,3,47,others,others,400,Delivery,Banashankari
Desi Cream Junction,Yes,Yes,3,36,Casual Dining,others,650,Delivery,Banashankari
Drunken Monkey,Yes,No,3,52,others,"Beverages, Fast Food",400,Delivery,Banashankari
Ruchi's Corner,Yes,No,2,123,Quick Bites,Fast Food,200,Delivery,Banashankari
Tandoori Bytes,Yes,No,3,59,Casual Dining,North Indian,700,Delivery,Banashankari
Bangalore Donne Biriyani,Yes,No,3,4,Quick Bites,"South Indian, Biryani",300,Delivery,Banashankari
SGS Non Veg - Gundu Pulav,Yes,No,3,101,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
Keventers,Yes,No,3,54,others,others,400,Delivery,Banashankari
Sree Sagar,Yes,No,3,0,Quick Bites,South Indian,200,Delivery,Banashankari
Navi Food Point,Yes,No,3,22,Quick Bites,Fast Food,200,Delivery,Banashankari
Shawarma Inc,Yes,No,3,31,others,others,250,Delivery,Banashankari
The Cafe Nuts and Bolts,Yes,No,3,29,Cafe,others,500,Delivery,Banashankari
AM WOW,Yes,No,3,6,others,Beverages,100,Delivery,Banashankari
Lalbagh Grand,Yes,No,3,22,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
Funjabi Curries,Yes,No,2,11,Quick Bites,North Indian,500,Delivery,Banashankari
Eat Repeat,Yes,No,3,101,Quick Bites,South Indian,150,Delivery,Banashankari
Salut,Yes,Yes,4,442,others,others,1200,Delivery,Banashankari
Nammura Donne Biriyani,Yes,No,3,155,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
Lassi Stop,Yes,No,3,12,others,others,150,Delivery,Banashankari
Dakshin Kitchen,Yes,No,3,15,Quick Bites,South Indian,100,Delivery,Banashankari
Sri Sai Cafe,Yes,No,3,10,Quick Bites,South Indian,200,Delivery,Banashankari
Sri Sai 99 Variety Dosa,Yes,No,3,25,Quick Bites,South Indian,300,Delivery,Banashankari
Utsav Restaurant,Yes,No,3,61,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Crunch and Munch,Yes,No,3,23,Quick Bites,others,300,Delivery,Banashankari
Food Geek,Yes,No,3,25,Quick Bites,others,350,Delivery,Banashankari
Sri Krishna Aramane,Yes,No,3,40,Quick Bites,others,200,Delivery,Banashankari
Great Indian Rolls,Yes,No,3,4,Quick Bites,others,100,Delivery,Banashankari
Chats Point,Yes,No,3,8,Quick Bites,others,150,Delivery,Banashankari
Food Point,Yes,No,3,32,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Swarga Ruchi,Yes,No,3,10,Quick Bites,South Indian,200,Delivery,Banashankari
Kolkata King,Yes,No,3,6,Quick Bites,"Fast Food, Rolls",300,Delivery,Banashankari
Sandwich Mama's And Frozen Monster,Yes,No,3,53,Quick Bites,others,250,Delivery,Banashankari
New Rajadhani Spicy,Yes,No,3,67,Casual Dining,North Indian,700,Delivery,Banashankari
Big Mishra Pedha,Yes,No,2,23,others,Mithai,250,Delivery,Banashankari
VEGeatz,Yes,No,3,19,Quick Bites,"South Indian, North Indian",200,Delivery,Banashankari
Foodizo,Yes,No,3,24,Quick Bites,others,300,Delivery,Banashankari
Food Springs,Yes,No,4,232,Quick Bites,"South Indian, Chinese",400,Delivery,Banashankari
Chung's Chinese Corner,Yes,No,3,221,Casual Dining,Chinese,700,Delivery,Banashankari
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4,1063,"Casual Dining, Bar",others,1200,Delivery,Banashankari
Goli Vada Pav No. 1,Yes,No,3,93,Quick Bites,Street Food,200,Delivery,Banashankari
Ragoo's,Yes,No,3,233,Casual Dining,others,800,Delivery,Banashankari
Pure & Natural,Yes,No,3,211,Casual Dining,others,500,Delivery,Banashankari
Maiyas,Yes,No,4,1778,Quick Bites,others,200,Delivery,Banashankari
Sip n Dine,Yes,No,3,218,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery,Banashankari
Cafe Mondo,Yes,No,3,514,Cafe,others,600,Delivery,Banashankari
Jalpaan,Yes,Yes,4,866,Casual Dining,"North Indian, Continental",900,Delivery,Banashankari
Kataria's Pakwan,Yes,No,3,96,Quick Bites,North Indian,400,Delivery,Banashankari
Juicy Momos,Yes,No,3,80,Quick Bites,others,250,Delivery,Banashankari
Amande Patisserie,Yes,No,4,73,Bakery,others,300,Delivery,Banashankari
Anand Sweets and Savouries,Yes,No,3,84,others,"Mithai, Street Food",400,Delivery,Banashankari
Chicken Hunt,Yes,No,3,88,Quick Bites,others,350,Delivery,Banashankari
Swadesh Tadka,Yes,No,3,179,Casual Dining,others,600,Delivery,Banashankari
Cane-O-La,Yes,No,3,61,Quick Bites,others,100,Delivery,Banashankari
New Biryani Mane,Yes,No,3,128,Casual Dining,others,450,Delivery,Banashankari
Upahara Darshini,Yes,No,3,339,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
Karnataka Bhel House,Yes,No,4,449,Quick Bites,Street Food,100,Delivery,Banashankari
Sreeraj Lassi Bar,Yes,No,4,210,others,Beverages,150,Delivery,Banashankari
Juice Junction Food Court,Yes,No,3,57,Quick Bites,others,200,Delivery,Banashankari
Bunt's Biriyani Palace,Yes,No,3,213,Quick Bites,others,400,Delivery,Banashankari
Chai Point,Yes,No,3,208,others,others,250,Delivery,Banashankari
Janahaar,Yes,No,3,70,Quick Bites,South Indian,100,Delivery,Banashankari
Redberrys,Yes,No,4,219,Cafe,others,600,Delivery,Banashankari
Utsav,Yes,No,3,59,Quick Bites,"North Indian, Street Food",200,Delivery,Banashankari
Meat And Eat,Yes,No,3,10,Quick Bites,"Fast Food, Burger",500,Delivery,Banashankari
Snacks Bite,Yes,No,3,9,Quick Bites,others,400,Delivery,Banashankari
The Spice Saga,Yes,No,3,124,Casual Dining,others,750,Delivery,Banashankari
Dakshin Cafe,Yes,No,3,19,Quick Bites,South Indian,100,Delivery,Banashankari
Mr. Parathewala,Yes,No,3,0,"Takeaway, Delivery",North Indian,300,Delivery,Banashankari
Kaulige Millet Corner,Yes,No,3,4,Quick Bites,others,150,Delivery,Banashankari
Ifruit Ice Cream,Yes,No,3,4,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Banashankari
Havmor,Yes,No,3,21,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Banashankari
Grand Food,Yes,No,3,8,others,others,250,Delivery,Banashankari
Dining Hut,Yes,No,3,10,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery,Banashankari
7 Hills Garden Restaurant,Yes,No,3,0,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery,Banashankari
Desi Swaad,Yes,No,3,10,Quick Bites,North Indian,400,Delivery,Banashankari
Yummy Momos,Yes,No,3,4,Quick Bites,others,200,Delivery,Banashankari
Masale Daan,Yes,No,3,4,Delivery,North Indian,350,Delivery,Banashankari
Sri Manjunatha Tandoori Corner,Yes,No,3,0,Quick Bites,others,300,Delivery,Banashankari
Grow Fit,Yes,No,3,16,"Takeaway, Delivery",others,500,Delivery,Banashankari
Cutcakes,Yes,No,3,0,"Takeaway, Delivery",Bakery,300,Delivery,Banashankari
Sandwich Hub,Yes,No,3,12,Quick Bites,others,300,Delivery,Banashankari
Healthy Bakes 'n' Brew,Yes,No,3,0,Bakery,Bakery,150,Delivery,Banashankari
Udupi Sri Krishna Cafe,Yes,No,3,14,Casual Dining,"North Indian, South Indian",600,Delivery,Banashankari
Starlite Bakery & Fastfood,Yes,No,3,0,Quick Bites,others,300,Delivery,Banashankari
Veganbreak24x7,Yes,No,2,5,"Takeaway, Delivery",others,199,Delivery,Banashankari
Aadhya Hotel,Yes,No,3,5,"Casual Dining, Bar",others,800,Delivery,Banashankari
Dodda Mane Baaduta,Yes,No,3,15,Quick Bites,others,250,Delivery,Banashankari
Swadd Kitchen,Yes,No,3,4,Casual Dining,"North Indian, Fast Food",500,Delivery,Banashankari
Nandini Milk Parlour and Restaurant,Yes,No,3,0,others,others,250,Delivery,Banashankari
Happy Chopsticks,Yes,No,3,17,Quick Bites,others,300,Delivery,Banashankari
Sai Super Sandwich,Yes,No,3,0,Quick Bites,others,200,Delivery,Banashankari
Right Pizza,Yes,No,3,0,Quick Bites,Pizza,300,Delivery,Banashankari
Udupi Upachar,Yes,No,3,6,Quick Bites,"South Indian, North Indian",500,Delivery,Banashankari
Davanagere Benne Dose Hut,Yes,No,3,10,Quick Bites,South Indian,100,Delivery,Banashankari
The Sip Shop,Yes,No,3,0,Quick Bites,others,200,Delivery,Banashankari
Jalsa,Yes,Yes,4,775,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery,Banashankari
Subz,Yes,Yes,4,2022,Casual Dining,"North Indian, South Indian",1000,Delivery,Banashankari
Rajastani Rasoi,Yes,No,3,0,Quick Bites,North Indian,100,Delivery,Banashankari
Sri Banashankari Upahara,Yes,No,3,0,Quick Bites,"North Indian, South Indian",150,Delivery,Banashankari
Cafe Shuffle,Yes,Yes,4,150,Cafe,others,600,Delivery,Banashankari
Mint and Mustard,Yes,No,4,232,Casual Dining,"North Indian, Chinese",750,Delivery,Banashankari
Chinese Square,Yes,No,3,38,Quick Bites,Chinese,200,Delivery,Banashankari
Hyderabad Express,Yes,No,3,0,Quick Bites,others,300,Delivery,Banashankari
Punjabi Raswada,Yes,Yes,3,431,Casual Dining,North Indian,800,Delivery,Banashankari
Vinny's,Yes,Yes,4,2115,Casual Dining,others,800,Delivery,Banashankari
Chetty's Corner,Yes,No,3,30,Quick Bites,others,200,Delivery,Banashankari
Kapoor's Cafe,Yes,No,4,150,Casual Dining,North Indian,800,Delivery,Banashankari
Donne Biryani & Kabab Corner,Yes,No,3,12,Quick Bites,others,200,Delivery,Banashankari
Sukh Sagar,Yes,No,3,155,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery,Banashankari
S M V Snacks Corner,Yes,No,3,33,Quick Bites,Fast Food,200,Delivery,Banashankari
Andhra Ruchulu,Yes,Yes,4,666,"Casual Dining, Bar",others,1000,Delivery,Banashankari
The Samosa Co,Yes,No,3,0,Quick Bites,others,200,Delivery,Banashankari
Steaming Mugs,Yes,No,3,240,Cafe,Cafe,700,Delivery,Banashankari
San Churro Cafe,Yes,No,3,918,others,others,800,Delivery,Banashankari
Rajathadri Food Fort,Yes,No,4,465,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery,Banashankari
Brew Meister,Yes,Yes,4,970,others,others,1500,Delivery,Banashankari
Rasoi,Yes,No,3,128,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Mr. Singh Da Dhaba,Yes,No,3,241,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Kababs N Biryani,Yes,No,3,22,Quick Bites,South Indian,200,Delivery,Banashankari
Ayodhya Upachar,Yes,No,4,734,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
Biriyani Mane,Yes,No,3,130,Quick Bites,"North Indian, Biryani",400,Delivery,Banashankari
Cafe Ajfan,Yes,No,4,261,Cafe,others,700,Delivery,Banashankari
Brundhavana Food Point,Yes,No,4,191,Quick Bites,others,300,Delivery,Banashankari
SLV Corner Restaurant,Yes,No,4,364,Casual Dining,others,550,Delivery,Banashankari
Biryani Royals Garden,Yes,No,3,0,Quick Bites,others,500,Delivery,Banashankari
Hotel New Karavali,Yes,No,3,133,Quick Bites,others,300,Delivery,Banashankari
The Krishna Grand,Yes,No,3,888,Casual Dining,others,750,Delivery,Banashankari
360 Atoms Restaurant And Cafe,Yes,No,3,13,Cafe,others,400,Delivery,Banashankari
Roti Ghar,Yes,No,3,750,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery,Banashankari
The Coffee Shack,Yes,Yes,4,164,Cafe,others,500,Delivery,Banashankari
Multi Snacky Hub,No,No,3,0,Quick Bites,Fast Food,200,Delivery,Banashankari
Kettle & Kegs,Yes,No,3,6,Delivery,others,200,Delivery,Banashankari
Baisakhi,Yes,No,3,527,Casual Dining,North Indian,500,Delivery,Banashankari
Corner House Ice Cream,No,No,4,345,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Banashankari
Poonam Sweets,No,No,4,356,others,Mithai,150,Desserts,Banashankari
XO Belgian Waffle,Yes,No,3,17,Dessert Parlor,"Desserts, Beverages",400,Desserts,Banashankari
Old Mumbai Ice Cream,Yes,No,3,38,Dessert Parlor,Ice Cream,150,Desserts,Banashankari
Cake of the Day,No,No,3,78,others,Bakery,150,Desserts,Banashankari
Amma's Pastries,No,No,3,60,Dessert Parlor,Bakery,400,Desserts,Banashankari
Kanti Sweets,Yes,No,4,115,others,"Mithai, Street Food",400,Desserts,Banashankari
Sugar Rush,No,No,3,39,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
Polar Bear,Yes,No,3,116,Dessert Parlor,others,400,Desserts,Banashankari
San Churro Cafe,Yes,No,3,918,others,others,800,Desserts,Banashankari
Anand Sweets and Savouries,No,No,3,46,others,"Mithai, Street Food",400,Desserts,Banashankari
Ibaco,Yes,No,3,41,Dessert Parlor,Desserts,300,Desserts,Banashankari
Kirthi's Biryani,Yes,No,3,144,Cafe,others,700,Desserts,Banashankari
The Lassi and Juice Park,No,No,3,28,others,others,150,Desserts,Banashankari
Stoned Monkey,Yes,No,4,860,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,Banashankari
Parimala Sweets,No,No,3,14,others,"Mithai, Street Food",200,Desserts,Banashankari
The Big O Bakes,No,No,4,66,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
Shree Mahalakshmi Sweets,Yes,No,3,8,others,"Mithai, Street Food",100,Desserts,Banashankari
Keventers,Yes,No,3,54,others,others,400,Desserts,Banashankari
Dessert Rose,No,No,3,7,Dessert Parlor,Desserts,500,Desserts,Banashankari
Thanco's Natural Ice Creams,No,No,3,9,Dessert Parlor,Ice Cream,300,Desserts,Banashankari
Corner Stone,No,No,3,42,others,others,300,Desserts,Banashankari
Kaggis,No,No,3,64,Quick Bites,others,250,Desserts,Banashankari
Cocoa Bakes,Yes,No,3,14,Bakery,"Bakery, Desserts",350,Desserts,Banashankari
Floured-Baked With Love,No,No,3,45,"Takeaway, Delivery",Bakery,400,Desserts,Banashankari
CAFE NOVA,No,No,3,11,Cafe,"Cafe, Bakery",600,Desserts,Banashankari
Cakes & Slices,No,No,3,13,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
Arun Ice Cream,No,No,3,7,Dessert Parlor,"Ice Cream, Desserts",150,Desserts,Banashankari
Just Bake,No,No,3,8,Bakery,"Bakery, Desserts",400,Desserts,Banashankari
Dharwad Line Bazaar Mishra Pedha,No,No,3,0,Dessert Parlor,Mithai,150,Desserts,Banashankari
Cake Bite,No,No,3,0,Bakery,Bakery,300,Desserts,Banashankari
Kwality Wall's Swirl's Happiness Station,No,No,2,25,Dessert Parlor,"Ice Cream, Desserts",200,Desserts,Banashankari
Melting Melodies,No,No,3,0,Bakery,Bakery,300,Desserts,Banashankari
Sweet N Swirl,No,No,3,17,Dessert Parlor,"Desserts, Ice Cream",150,Desserts,Banashankari
Me And My Cake,No,No,3,0,Delivery,"Bakery, Desserts",500,Desserts,Banashankari
Mukesh Sweet Centre,No,No,3,0,others,Mithai,300,Desserts,Banashankari
Darkolates,No,No,3,0,others,Desserts,200,Desserts,Banashankari
Sai Super Sandwich,Yes,No,3,0,Quick Bites,others,200,Desserts,Banashankari
Sweet Truth,Yes,No,3,35,Delivery,"Bakery, Desserts",500,Desserts,Banashankari
Waffle-A-Go Go,Yes,No,3,70,Dessert Parlor,others,400,Desserts,Banashankari
Gopi Ice Creams,No,No,3,0,Dessert Parlor,Ice Cream,100,Desserts,Banashankari
Sri Venkateshwara Sweet Meat Stall,No,No,4,98,others,others,400,Desserts,Banashankari
Baskin Robbins,No,No,3,25,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,Banashankari
Redberrys,Yes,No,4,219,Cafe,others,600,Desserts,Banashankari
Amande Patisserie,Yes,No,4,73,Bakery,others,300,Desserts,Banashankari
Srinivasa Brahmins Bakery,No,No,3,16,others,others,150,Desserts,Banashankari
Jain Bakes,No,No,3,8,Bakery,"Bakery, Desserts",250,Desserts,Banashankari
Cake Ghar,Yes,No,3,15,Bakery,Bakery,400,Desserts,Banashankari
KC Das - Sweet Spot,No,No,3,46,others,"Mithai, Street Food",200,Desserts,Banashankari
Sugar Stars Co,No,No,3,0,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3,13,others,others,300,Desserts,Banashankari
Cake Yard,Yes,No,3,9,Dessert Parlor,Desserts,250,Desserts,Banashankari
Iceberg Icecreams,Yes,No,4,43,Dessert Parlor,"Desserts, Ice Cream",250,Desserts,Banashankari
A2B Veg - Adyar Ananda Bhavan,Yes,No,2,97,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Desserts,Banashankari
Bombay Kulfis,No,No,3,0,Dessert Parlor,Ice Cream,200,Desserts,Banashankari
Sri Krishna Sweets,Yes,No,3,22,others,others,250,Desserts,Banashankari
Cake Art,No,No,3,15,others,Bakery,400,Desserts,Banashankari
Cakecraft,No,No,3,0,others,Desserts,350,Desserts,Banashankari
Asha Sweets Centre,Yes,No,3,27,Dessert Parlor,Fast Food,250,Desserts,Banashankari
My Tea House,Yes,Yes,3,0,Casual Dining,others,500,Dine-out,Banashankari
The Krishna Grand,Yes,No,3,888,Casual Dining,others,750,Dine-out,Banashankari
Sea Spice by 7 Star,Yes,Yes,4,349,Casual Dining,others,1200,Dine-out,Banashankari
Mini Punjabi Dhaba,Yes,No,4,287,Quick Bites,North Indian,350,Dine-out,Banashankari
Onesta,Yes,Yes,4,2556,others,others,600,Dine-out,Banashankari
Wamama,Yes,Yes,4,354,Casual Dining,others,800,Dine-out,Banashankari
Jalsa,Yes,Yes,4,775,Casual Dining,"North Indian, Mughlai, Chinese",800,Dine-out,Banashankari
Vinny's,Yes,Yes,4,2115,Casual Dining,others,800,Dine-out,Banashankari
Jcubez,No,Yes,3,977,others,Finger Food,1300,Dine-out,Banashankari
Gustoes Beer House,No,No,4,868,others,others,1200,Dine-out,Banashankari
Penthouse Cafe,Yes,No,4,324,Cafe,others,700,Dine-out,Banashankari
Spice Elephant,Yes,No,4,787,Casual Dining,others,800,Dine-out,Banashankari
Smacznego,Yes,No,4,504,Cafe,others,550,Dine-out,Banashankari
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4,402,Cafe,Cafe,500,Dine-out,Banashankari
Cafe Shuffle,Yes,Yes,4,150,Cafe,others,600,Dine-out,Banashankari
The Coffee Shack,Yes,Yes,4,164,Cafe,others,500,Dine-out,Banashankari
Peppy Peppers,No,No,4,244,Casual Dining,others,800,Dine-out,Banashankari
Anna Kuteera,Yes,No,4,771,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,Banashankari
Szechuan Dragon,Yes,No,4,1647,Casual Dining,"Chinese, Thai, Momos",600,Dine-out,Banashankari
1947,No,Yes,4,808,Casual Dining,"North Indian, Chinese",850,Dine-out,Banashankari
Caf-Eleven,No,No,4,424,Cafe,"Cafe, Continental",450,Dine-out,Banashankari
Thamboola,Yes,No,3,135,Casual Dining,"North Indian, Chinese, Continental",800,Dine-out,Banashankari
